burst_timestamp,matched_macs,matched_rssi
2025-04-21T22:19:46.610845,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.619886,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.625778,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.631849,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.639911,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.650247,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.656008,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.664474,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.672715,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.687018,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.690825,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.699275,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.708716,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.716442,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.723021,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.729809,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.735200,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.741883,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.748356,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.756988,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.764568,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.768113,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.770869,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.781143,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.786041,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.790094,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.795435,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.806048,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.813296,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.819195,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.826579,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.830837,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.841144,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.845807,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.853000,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.856073,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.858885,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.861699,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.864281,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.868248,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.871054,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.876315,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.885525,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.898081,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.902444,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.908598,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.913181,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.918399,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.925608,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.931264,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.936683,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.944393,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.951255,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.957822,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.962298,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.968470,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.977282,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.983804,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.990518,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.994492,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:46.997589,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -86.0}
2025-04-21T22:19:47.007787,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.011275,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.014433,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.023061,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.031890,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.037775,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.042068,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.049706,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.057984,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.065111,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.072089,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.082448,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.091196,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.098063,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.104648,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.111744,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.118453,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.123340,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.127727,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.135059,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.139577,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.142834,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.146330,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.150762,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.158345,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.162754,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.166177,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.170258,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.173405,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.175998,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.178825,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.182994,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.185915,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.191806,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.198459,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.205625,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.213714,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.221349,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.227179,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.235649,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.243944,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.252226,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.259606,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.267682,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.277066,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.284462,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.290262,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.298699,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.304179,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.314791,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.338557,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.365618,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.384987,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.395272,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.404911,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.412604,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.417635,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.423056,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.428853,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.434108,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.441092,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.452864,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.461795,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.469235,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.510577,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.516104,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.521707,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.527694,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.534015,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.542023,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.549850,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.568883,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.611030,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.615721,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.639710,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.656982,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.687698,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.697604,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.713497,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.732368,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.744950,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.756311,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.763568,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.768912,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.772873,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.776344,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.780148,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.785446,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.792681,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.797581,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.802098,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.808770,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.812632,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.818755,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.827245,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.839528,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.848653,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.859304,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.867560,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.880685,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.893677,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.905135,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.914238,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.923967,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.933815,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.944584,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.948539,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.957646,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:47.986590,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -84.33333333333333}
2025-04-21T22:19:48.035940,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.051808,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.062500,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.081925,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.099643,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.107068,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.132630,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.142012,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.154258,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.171134,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.184475,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.194720,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.203158,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.211134,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.220260,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.227166,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.233679,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.238236,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.249856,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.258220,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.274955,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.293666,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.312411,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.341765,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.358997,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.378683,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.389123,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.417499,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.442530,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.459069,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.474956,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.494159,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.505246,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.515930,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.543859,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.553018,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.570009,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.576478,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.591515,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.605122,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.617101,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.639655,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.651968,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
2025-04-21T22:19:48.663720,['88:c6:26:3f:3b:75'],{'88:c6:26:3f:3b:75': -83.66666666666667}
